LAUS Code,State FIPS Code,County FIPS Code,Year,Labor Force,Employed,Unemployed,Unemployment Rate (%),County Name/State Abbreviation,State
CN1200700000000,12,7,2018,"11,304","10,933",371,3.3,Bradford County, FL
CN1200900000000,12,9,2018,"276,558","266,812","9,746",3.5,Brevard County, FL
CN1201100000000,12,11,2018,"1,036,212","1,001,293","34,919",3.4,Broward County, FL
CN1201300000000,12,13,2018,"5,082","4,873",209,4.1,Calhoun County, FL
CN1201500000000,12,15,2018,"70,953","68,108","2,845",4,Charlotte County, FL
CN1201700000000,12,17,2018,"47,799","45,314","2,485",5.2,Citrus County, FL
CN1201900000000,12,19,2018,"106,276","102,789","3,487",3.3,Clay County, FL
CN1202100000000,12,21,2018,"177,351","171,255","6,096",3.4,Collier County, FL
CN1202300000000,12,23,2018,"29,540","28,434","1,106",3.7,Columbia County, FL
CN1202700000000,12,27,2018,"13,955","13,419",536,3.8,DeSoto County, FL
CN1202900000000,12,29,2018,"5,773","5,529",244,4.2,Dixie County, FL
CN1203100000000,12,31,2018,"487,844","470,411","17,433",3.6,Duval County, FL
CN1203300000000,12,33,2018,"145,298","140,151","5,147",3.5,Escambia County, FL
CN1203500000000,12,35,2018,"47,077","45,173","1,904",4,Flagler County, FL
CN1203700000000,12,37,2018,"4,840","4,673",167,3.5,Franklin County, FL
CN1203900000000,12,39,2018,"18,500","17,654",846,4.6,Gadsden County, FL
CN1204100000000,12,41,2018,"6,869","6,611",258,3.8,Gilchrist County, FL
CN1204300000000,12,43,2018,"5,206","4,998",208,4,Glades County, FL
CN1204500000000,12,45,2018,"6,122","5,852",270,4.4,Gulf County, FL
CN1204700000000,12,47,2018,"4,296","4,114",182,4.2,Hamilton County, FL
CN1204900000000,12,49,2018,"8,789","8,322",467,5.3,Hardee County, FL
CN1205100000000,12,51,2018,"15,599","14,652",947,6.1,Hendry County, FL
CN1205300000000,12,53,2018,"70,465","67,280","3,185",4.5,Hernando County, FL
CN1205500000000,12,55,2018,"36,472","34,716","1,756",4.8,Highlands County, FL
CN1205700000000,12,57,2018,"735,690","710,804","24,886",3.4,Hillsborough County, FL
CN1205900000000,12,59,2018,"6,983","6,706",277,4,Holmes County, FL
CN1206100000000,12,61,2018,"65,104","62,318","2,786",4.3,Indian River County, FL
CN1206300000000,12,63,2018,"17,542","16,846",696,4,Jackson County, FL
CN1206500000000,12,65,2018,"5,582","5,373",209,3.7,Jefferson County, FL
CN1206700000000,12,67,2018,"2,847","2,756",91,3.2,Lafayette County, FL
CN1206900000000,12,69,2018,"155,273","149,818","5,455",3.5,Lake County, FL
CN1207100000000,12,71,2018,"342,684","331,050","11,634",3.4,Lee County, FL
CN1207300000000,12,73,2018,"154,655","149,478","5,177",3.3,Leon County, FL
CN1207500000000,12,75,2018,"16,926","16,277",649,3.8,Levy County, FL
CN1207700000000,12,77,2018,"2,643","2,543",100,3.8,Liberty County, FL
CN1207900000000,12,79,2018,"7,348","7,062",286,3.9,Madison County, FL
CN1208100000000,12,81,2018,"177,777","171,752","6,025",3.4,Manatee County, FL
CN1208300000000,12,83,2018,"135,746","129,921","5,825",4.3,Marion County, FL
CN1208500000000,12,85,2018,"74,159","71,563","2,596",3.5,Martin County, FL
CN1208600000000,12,86,2018,"1,383,302","1,330,023","53,279",3.9,Miami-Dade County, FL
CN1208700000000,12,87,2018,"45,307","44,120","1,187",2.6,Monroe County, FL
CN1208900000000,12,89,2018,"39,910","38,629","1,281",3.2,Nassau County, FL
CN1209100000000,12,91,2018,"96,270","93,435","2,835",2.9,Okaloosa County, FL
CN1209300000000,12,93,2018,"17,697","17,037",660,3.7,Okeechobee County, FL
CN1209500000000,12,95,2018,"750,160","726,303","23,857",3.2,Orange County, FL
CN1209700000000,12,97,2018,"177,919","171,463","6,456",3.6,Osceola County, FL
CN1209900000000,12,99,2018,"731,004","704,955","26,049",3.6,Palm Beach County, FL
CN1210100000000,12,101,2018,"231,983","223,077","8,906",3.8,Pasco County, FL
CN1210300000000,12,103,2018,"492,704","476,541","16,163",3.3,Pinellas County, FL
CN1210500000000,12,105,2018,"298,759","286,603","12,156",4.1,Polk County, FL
CN1210700000000,12,107,2018,"27,097","25,794","1,303",4.8,Putnam County, FL
CN1210900000000,12,109,2018,"127,595","123,928","3,667",2.9,St. Johns County, FL
CN1211100000000,12,111,2018,"142,635","136,390","6,245",4.4,St. Lucie County, FL
CN1211300000000,12,113,2018,"80,654","77,976","2,678",3.3,Santa Rosa County, FL
CN1211500000000,12,115,2018,"188,038","181,707","6,331",3.4,Sarasota County, FL
CN1211700000000,12,117,2018,"254,438","246,363","8,075",3.2,Seminole County, FL
CN1211900000000,12,119,2018,"31,241","29,649","1,592",5.1,Sumter County, FL
CN1212100000000,12,121,2018,"18,286","17,608",678,3.7,Suwannee County, FL
CN1212300000000,12,123,2018,"8,735","8,399",336,3.8,Taylor County, FL
CN1212500000000,12,125,2018,"4,670","4,511",159,3.4,Union County, FL
CN1212700000000,12,127,2018,"253,439","243,967","9,472",3.7,Volusia County, FL
CN1212900000000,12,129,2018,"14,767","14,307",460,3.1,Wakulla County, FL
CN1213100000000,12,131,2018,"30,644","29,698",946,3.1,Walton County, FL
CN1213300000000,12,133,2018,"9,920","9,541",379,3.8,Washington County, FL
CN1300100000000,13,1,2018,"9,044","8,651",393,4.3,Appling County, GA
CN1300300000000,13,3,2018,"4,358","4,204",154,3.5,Atkinson County, GA
CN1300500000000,13,5,2018,"5,057","4,864",193,3.8,Bacon County, GA
CN1300700000000,13,7,2018,"1,217","1,155",62,5.1,Baker County, GA
CN1300900000000,13,9,2018,"17,286","16,415",871,5,Baldwin County, GA
CN1301100000000,13,11,2018,"9,538","9,241",297,3.1,Banks County, GA
CN1301300000000,13,13,2018,"39,665","38,362","1,303",3.3,Barrow County, GA
CN1301500000000,13,15,2018,"50,113","48,219","1,894",3.8,Bartow County, GA
CN1301700000000,13,17,2018,"5,508","5,184",324,5.9,Ben Hill County, GA
CN1301900000000,13,19,2018,"7,477","7,166",311,4.2,Berrien County, GA
CN1302100000000,13,21,2018,"69,212","66,083","3,129",4.5,Bibb County, GA
CN1302300000000,13,23,2018,"4,660","4,394",266,5.7,Bleckley County, GA
CN1302500000000,13,25,2018,"7,351","7,022",329,4.5,Brantley County, GA
CN1302700000000,13,27,2018,"7,044","6,767",277,3.9,Brooks County, GA
CN1302900000000,13,29,2018,"17,868","17,260",608,3.4,Bryan County, GA
CN1303100000000,13,31,2018,"37,503","35,935","1,568",4.2,Bulloch County, GA
CN1303300000000,13,33,2018,"9,367","8,805",562,6,Burke County, GA
CN1303500000000,13,35,2018,"10,744","10,310",434,4,Butts County, GA
CN1303700000000,13,37,2018,"2,256","2,160",96,4.3,Calhoun County, GA
CN1303900000000,13,39,2018,"20,982","20,110",872,4.2,Camden County, GA
CN1304300000000,13,43,2018,"5,358","5,174",184,3.4,Candler County, GA
CN1304500000000,13,45,2018,"55,383","53,163","2,220",4,Carroll County, GA
CN1304700000000,13,47,2018,"33,156","32,022","1,134",3.4,Catoosa County, GA
CN1304900000000,13,49,2018,"4,805","4,599",206,4.3,Charlton County, GA
CN1305100000000,13,51,2018,"140,971","135,719","5,252",3.7,Chatham County, GA
CN1305300000000,13,53,2018,"1,988","1,877",111,5.6,Chattahoochee County, GA
CN1305500000000,13,55,2018,"10,487","10,058",429,4.1,Chattooga County, GA
CN1305700000000,13,57,2018,"132,799","128,664","4,135",3.1,Cherokee County, GA
CN1305900000000,13,59,2018,"61,475","59,045","2,430",4,Clarke County, GA
CN1306100000000,13,61,2018,858,792,66,7.7,Clay County, GA
CN1306300000000,13,63,2018,"136,502","129,814","6,688",4.9,Clayton County, GA
CN1306500000000,13,65,2018,"2,766","2,640",126,4.6,Clinch County, GA
CN1306700000000,13,67,2018,"426,279","411,814","14,465",3.4,Cobb County, GA
CN1306900000000,13,69,2018,"18,709","17,864",845,4.5,Coffee County, GA
CN1307100000000,13,71,2018,"21,551","20,740",811,3.8,Colquitt County, GA
CN1307300000000,13,73,2018,"74,950","72,341","2,609",3.5,Columbia County, GA
CN1307500000000,13,75,2018,"7,886","7,588",298,3.8,Cook County, GA
CN1307700000000,13,77,2018,"73,505","70,987","2,518",3.4,Coweta County, GA
CN1307900000000,13,79,2018,"5,703","5,466",237,4.2,Crawford County, GA
CN1308100000000,13,81,2018,"9,399","8,943",456,4.9,Crisp County, GA
CN1308300000000,13,83,2018,"8,274","7,974",300,3.6,Dade County, GA
CN1308500000000,13,85,2018,"12,040","11,639",401,3.3,Dawson County, GA
CN1308700000000,13,87,2018,"11,551","11,012",539,4.7,Decatur County, GA
CN1308900000000,13,89,2018,"399,846","383,773","16,073",4,DeKalb County, GA
CN1309100000000,13,91,2018,"7,176","6,804",372,5.2,Dodge County, GA
CN1309300000000,13,93,2018,"5,157","4,919",238,4.6,Dooly County, GA
CN1309500000000,13,95,2018,"38,361","36,395","1,966",5.1,Dougherty County, GA
CN1309700000000,13,97,2018,"72,900","69,898","3,002",4.1,Douglas County, GA
CN1309900000000,13,99,2018,"4,560","4,351",209,4.6,Early County, GA
CN1310100000000,13,101,2018,"1,900","1,839",61,3.2,Echols County, GA
CN1310300000000,13,103,2018,"29,925","28,936",989,3.3,Effingham County, GA
CN1310500000000,13,105,2018,"7,843","7,465",378,4.8,Elbert County, GA
CN1310700000000,13,107,2018,"8,324","7,834",490,5.9,Emanuel County, GA
CN1310900000000,13,109,2018,"4,915","4,735",180,3.7,Evans County, GA
CN1311100000000,13,111,2018,"11,207","10,765",442,3.9,Fannin County, GA
CN1311300000000,13,113,2018,"57,768","55,758","2,010",3.5,Fayette County, GA
CN1311500000000,13,115,2018,"44,274","42,368","1,906",4.3,Floyd County, GA
CN1311700000000,13,117,2018,"118,048","114,331","3,717",3.1,Forsyth County, GA
CN1311900000000,13,119,2018,"9,993","9,610",383,3.8,Franklin County, GA
CN1312100000000,13,121,2018,"555,127","532,817","22,310",4,Fulton County, GA
CN1312300000000,13,123,2018,"11,992","11,485",507,4.2,Gilmer County, GA
CN1312500000000,13,125,2018,"1,295","1,241",54,4.2,Glascock County, GA
CN1312700000000,13,127,2018,"40,225","38,749","1,476",3.7,Glynn County, GA
CN1312900000000,13,129,2018,"27,993","26,940","1,053",3.8,Gordon County, GA
CN1313100000000,13,131,2018,"10,684","10,271",413,3.9,Grady County, GA
CN1313300000000,13,133,2018,"6,994","6,697",297,4.2,Greene County, GA
CN1313500000000,13,135,2018,"487,986","470,913","17,073",3.5,Gwinnett County, GA
CN1313700000000,13,137,2018,"19,385","18,670",715,3.7,Habersham County, GA
CN1313900000000,13,139,2018,"102,169","98,934","3,235",3.2,Hall County, GA
CN1314100000000,13,141,2018,"2,479","2,330",149,6,Hancock County, GA
CN1314300000000,13,143,2018,"12,508","12,026",482,3.9,Haralson County, GA
CN1314500000000,13,145,2018,"16,736","16,165",571,3.4,Harris County, GA
CN1314700000000,13,147,2018,"11,681","11,258",423,3.6,Hart County, GA
CN1314900000000,13,149,2018,"5,208","5,006",202,3.9,Heard County, GA
CN1315100000000,13,151,2018,"113,843","109,127","4,716",4.1,Henry County, GA
CN1315300000000,13,153,2018,"70,197","67,394","2,803",4,Houston County, GA
CN1315500000000,13,155,2018,"3,340","3,153",187,5.6,Irwin County, GA
CN1315700000000,13,157,2018,"36,248","35,165","1,083",3,Jackson County, GA
CN1315900000000,13,159,2018,"6,926","6,686",240,3.5,Jasper County, GA
CN1316100000000,13,161,2018,"6,077","5,781",296,4.9,Jeff Davis County, GA
CN1316300000000,13,163,2018,"6,747","6,388",359,5.3,Jefferson County, GA
CN1316500000000,13,165,2018,"3,206","3,033",173,5.4,Jenkins County, GA
CN1316700000000,13,167,2018,"4,147","3,983",164,4,Johnson County, GA
CN1316900000000,13,169,2018,"13,886","13,378",508,3.7,Jones County, GA
CN1317100000000,13,171,2018,"8,118","7,748",370,4.6,Lamar County, GA
CN1317300000000,13,173,2018,"3,845","3,676",169,4.4,Lanier County, GA
CN1317500000000,13,175,2018,"19,524","18,585",939,4.8,Laurens County, GA
CN1317700000000,13,177,2018,"14,885","14,355",530,3.6,Lee County, GA
CN1317900000000,13,179,2018,"25,706","24,597","1,109",4.3,Liberty County, GA
CN1318100000000,13,181,2018,"3,611","3,432",179,5,Lincoln County, GA
CN1318300000000,13,183,2018,"8,028","7,710",318,4,Long County, GA
CN1318500000000,13,185,2018,"51,746","49,640","2,106",4.1,Lowndes County, GA
CN1318700000000,13,187,2018,"16,714","16,114",600,3.6,Lumpkin County, GA
CN1318900000000,13,189,2018,"8,973","8,474",499,5.6,McDuffie County, GA
CN1319100000000,13,191,2018,"6,190","5,943",247,4,McIntosh County, GA
CN1319300000000,13,193,2018,"4,731","4,436",295,6.2,Macon County, GA
CN1319500000000,13,195,2018,"13,689","13,206",483,3.5,Madison County, GA
CN1319700000000,13,197,2018,"3,435","3,261",174,5.1,Marion County, GA
CN1319900000000,13,199,2018,"8,947","8,500",447,5,Meriwether County, GA
CN1320100000000,13,201,2018,"2,813","2,709",104,3.7,Miller County, GA
CN1320500000000,13,205,2018,"8,408","7,956",452,5.4,Mitchell County, GA
CN1320700000000,13,207,2018,"13,043","12,564",479,3.7,Monroe County, GA
CN1320900000000,13,209,2018,"3,799","3,582",217,5.7,Montgomery County, GA
CN1321100000000,13,211,2018,"9,067","8,744",323,3.6,Morgan County, GA
CN1321300000000,13,213,2018,"15,943","15,096",847,5.3,Murray County, GA
CN1321500000000,13,215,2018,"79,354","75,325","4,029",5.1,Muscogee County, GA
CN1321700000000,13,217,2018,"51,780","49,474","2,306",4.5,Newton County, GA
CN1321900000000,13,219,2018,"19,687","19,105",582,3,Oconee County, GA
CN1322100000000,13,221,2018,"7,124","6,863",261,3.7,Oglethorpe County, GA
CN1322300000000,13,223,2018,"83,868","80,981","2,887",3.4,Paulding County, GA
CN1322500000000,13,225,2018,"11,911","11,304",607,5.1,Peach County, GA
CN1322700000000,13,227,2018,"15,158","14,626",532,3.5,Pickens County, GA
CN1322900000000,13,229,2018,"8,686","8,352",334,3.8,Pierce County, GA
CN1323100000000,13,231,2018,"8,756","8,437",319,3.6,Pike County, GA
CN1323300000000,13,233,2018,"18,522","17,746",776,4.2,Polk County, GA
CN1323500000000,13,235,2018,"4,134","3,958",176,4.3,Pulaski County, GA
CN1323700000000,13,237,2018,"8,223","7,815",408,5,Putnam County, GA
CN1323900000000,13,239,2018,830,784,46,5.5,Quitman County, GA
CN1324100000000,13,241,2018,"7,092","6,808",284,4,Rabun County, GA
CN1324300000000,13,243,2018,"2,489","2,343",146,5.9,Randolph County, GA
CN1324500000000,13,245,2018,"86,626","82,166","4,460",5.1,Richmond County, GA
CN1324700000000,13,247,2018,"44,875","42,903","1,972",4.4,Rockdale County, GA
CN1324900000000,13,249,2018,"2,193","2,091",102,4.7,Schley County, GA
CN1325100000000,13,251,2018,"5,330","5,042",288,5.4,Screven County, GA
CN1325300000000,13,253,2018,"3,062","2,900",162,5.3,Seminole County, GA
CN1325500000000,13,255,2018,"28,551","27,209","1,342",4.7,Spalding County, GA
CN1325700000000,13,257,2018,"10,964","10,468",496,4.5,Stephens County, GA
CN1325900000000,13,259,2018,"2,352","2,242",110,4.7,Stewart County, GA
CN1326100000000,13,261,2018,"12,782","12,025",757,5.9,Sumter County, GA
CN1326300000000,13,263,2018,"2,835","2,692",143,5,Talbot County, GA
CN1326500000000,13,265,2018,585,555,30,5.1,Taliaferro County, GA
CN1326700000000,13,267,2018,"9,692","9,285",407,4.2,Tattnall County, GA
CN1326900000000,13,269,2018,"2,784","2,602",182,6.5,Taylor County, GA
CN1327100000000,13,271,2018,"4,375","4,078",297,6.8,Telfair County, GA
CN1327300000000,13,273,2018,"3,673","3,432",241,6.6,Terrell County, GA
CN1327500000000,13,275,2018,"16,925","16,127",798,4.7,Thomas County, GA
CN1327700000000,13,277,2018,"19,337","18,561",776,4,Tift County, GA
CN1327900000000,13,279,2018,"11,945","11,251",694,5.8,Toombs County, GA
CN1328100000000,13,281,2018,"3,886","3,673",213,5.5,Towns County, GA
CN1328300000000,13,283,2018,"2,704","2,547",157,5.8,Treutlen County, GA
CN1328500000000,13,285,2018,"36,651","35,295","1,356",3.7,Troup County, GA
CN1328700000000,13,287,2018,"3,185","3,023",162,5.1,Turner County, GA
CN1328900000000,13,289,2018,"2,925","2,753",172,5.9,Twiggs County, GA
CN1329100000000,13,291,2018,"10,317","9,941",376,3.6,Union County, GA
CN1329300000000,13,293,2018,"11,376","10,875",501,4.4,Upson County, GA
CN1329500000000,13,295,2018,"31,167","29,961","1,206",3.9,Walker County, GA
CN1329700000000,13,297,2018,"45,262","43,654","1,608",3.6,Walton County, GA
CN1329900000000,13,299,2018,"15,646","15,030",616,3.9,Ware County, GA
CN1330100000000,13,301,2018,"2,748","2,611",137,5,Warren County, GA
CN1330300000000,13,303,2018,"7,157","6,799",358,5,Washington County, GA
CN1330500000000,13,305,2018,"11,398","10,868",530,4.6,Wayne County, GA
CN1330700000000,13,307,2018,"1,001",938,63,6.3,Webster County, GA
CN1330900000000,13,309,2018,"1,670","1,547",123,7.4,Wheeler County, GA
CN1331100000000,13,311,2018,"16,103","15,612",491,3,White County, GA
CN1331300000000,13,313,2018,"45,256","43,107","2,149",4.7,Whitfield County, GA
CN1331500000000,13,315,2018,"2,679","2,539",140,5.2,Wilcox County, GA
CN1331700000000,13,317,2018,"3,891","3,713",178,4.6,Wilkes County, GA
CN1331900000000,13,319,2018,"3,833","3,663",170,4.4,Wilkinson County, GA
CN1332100000000,13,321,2018,"9,182","8,778",404,4.4,Worth County, GA
CN1500100000000,15,1,2018,"91,305","88,577","2,728",3,Hawaii County, HI
CN1500300000000,15,3,2018,"465,193","454,330","10,863",2.3,Honolulu County/city, HI
CN1500700000000,15,7,2018,"36,100","35,193",907,2.5,Kauai County, HI
CN1500900000000,15,9,2018,"86,137","84,028","2,109",2.4,Maui County, HI
CN1900100000000,19,1,2018,"4,116","4,018",98,2.4,Adair County, IA
CN1900300000000,19,3,2018,"2,119","2,078",41,1.9,Adams County, IA
CN1900500000000,19,5,2018,"7,366","7,140",226,3.1,Allamakee County, IA
CN1900700000000,19,7,2018,"5,856","5,662",194,3.3,Appanoose County, IA
CN1900900000000,19,9,2018,"3,116","3,040",76,2.4,Audubon County, IA
CN1901100000000,19,11,2018,"13,356","12,995",361,2.7,Benton County, IA
CN1901300000000,19,13,2018,"68,953","67,044","1,909",2.8,Black Hawk County, IA
CN1901500000000,19,15,2018,"14,816","14,499",317,2.1,Boone County, IA
CN1901700000000,19,17,2018,"13,845","13,564",281,2,Bremer County, IA
CN1901900000000,19,19,2018,"11,185","10,899",286,2.6,Buchanan County, IA
CN1902100000000,19,21,2018,"11,349","11,108",241,2.1,Buena Vista County, IA
CN1902300000000,19,23,2018,"7,833","7,618",215,2.7,Butler County, IA
CN1902500000000,19,25,2018,"4,290","4,182",108,2.5,Calhoun County, IA
CN1902700000000,19,27,2018,"10,811","10,609",202,1.9,Carroll County, IA
CN1902900000000,19,29,2018,"7,098","6,908",190,2.7,Cass County, IA
CN1903100000000,19,31,2018,"10,759","10,499",260,2.4,Cedar County, IA
CN1903300000000,19,33,2018,"23,298","22,691",607,2.6,Cerro Gordo County, IA
CN1903500000000,19,35,2018,"5,943","5,815",128,2.2,Cherokee County, IA
CN1903700000000,19,37,2018,"6,407","6,234",173,2.7,Chickasaw County, IA
CN1903900000000,19,39,2018,"4,801","4,665",136,2.8,Clarke County, IA
CN1904100000000,19,41,2018,"8,583","8,310",273,3.2,Clay County, IA
CN1904300000000,19,43,2018,"10,133","9,812",321,3.2,Clayton County, IA
CN1904500000000,19,45,2018,"22,606","21,878",728,3.2,Clinton County, IA
CN1904700000000,19,47,2018,"8,122","7,846",276,3.4,Crawford County, IA
CN1904900000000,19,49,2018,"47,653","46,835",818,1.7,Dallas County, IA
CN1905100000000,19,51,2018,"4,251","4,138",113,2.7,Davis County, IA
CN1905300000000,19,53,2018,"4,322","4,225",97,2.2,Decatur County, IA
CN1905500000000,19,55,2018,"10,411","10,196",215,2.1,Delaware County, IA
CN1905700000000,19,57,2018,"19,450","18,816",634,3.3,Des Moines County, IA
CN1905900000000,19,59,2018,"9,865","9,554",311,3.2,Dickinson County, IA
CN1906100000000,19,61,2018,"55,213","53,880","1,333",2.4,Dubuque County, IA
CN1906300000000,19,63,2018,"5,292","5,147",145,2.7,Emmet County, IA
CN1906500000000,19,65,2018,"10,572","10,259",313,3,Fayette County, IA
CN1906700000000,19,67,2018,"8,806","8,569",237,2.7,Floyd County, IA
CN1906900000000,19,69,2018,"5,783","5,660",123,2.1,Franklin County, IA
CN1907100000000,19,71,2018,"3,704","3,635",69,1.9,Fremont County, IA
CN1907300000000,19,73,2018,"5,400","5,278",122,2.3,Greene County, IA
CN1907500000000,19,75,2018,"6,544","6,382",162,2.5,Grundy County, IA
CN1907700000000,19,77,2018,"5,570","5,426",144,2.6,Guthrie County, IA
CN1907900000000,19,79,2018,"6,936","6,749",187,2.7,Hamilton County, IA
CN1908100000000,19,81,2018,"5,974","5,836",138,2.3,Hancock County, IA
CN1908300000000,19,83,2018,"8,248","8,013",235,2.8,Hardin County, IA
CN1908500000000,19,85,2018,"7,291","7,130",161,2.2,Harrison County, IA
CN1908700000000,19,87,2018,"9,580","9,343",237,2.5,Henry County, IA
CN1908900000000,19,89,2018,"5,180","5,049",131,2.5,Howard County, IA
CN1909100000000,19,91,2018,"5,180","5,050",130,2.5,Humboldt County, IA
CN1909300000000,19,93,2018,"4,091","4,011",80,2,Ida County, IA
CN1909500000000,19,95,2018,"10,407","10,192",215,2.1,Iowa County, IA
CN1909700000000,19,97,2018,"10,932","10,631",301,2.8,Jackson County, IA
CN1909900000000,19,99,2018,"19,266","18,760",506,2.6,Jasper County, IA
CN1910100000000,19,101,2018,"9,203","8,984",219,2.4,Jefferson County, IA
CN1910300000000,19,103,2018,"85,186","83,551","1,635",1.9,Johnson County, IA
CN1910500000000,19,105,2018,"10,484","10,172",312,3,Jones County, IA
CN1910700000000,19,107,2018,"5,088","4,941",147,2.9,Keokuk County, IA
CN1910900000000,19,109,2018,"8,514","8,342",172,2,Kossuth County, IA
CN1911100000000,19,111,2018,"15,996","15,358",638,4,Lee County, IA
CN1911300000000,19,113,2018,"119,524","116,211","3,313",2.8,Linn County, IA
CN1911500000000,19,115,2018,"6,075","5,916",159,2.6,Louisa County, IA
CN1911700000000,19,117,2018,"4,467","4,378",89,2,Lucas County, IA
CN1911900000000,19,119,2018,"6,949","6,842",107,1.5,Lyon County, IA
CN1912100000000,19,121,2018,"8,397","8,132",265,3.2,Madison County, IA
CN1912300000000,19,123,2018,"11,695","11,406",289,2.5,Mahaska County, IA
CN1912500000000,19,125,2018,"17,849","17,486",363,2,Marion County, IA
CN1912700000000,19,127,2018,"18,008","17,210",798,4.4,Marshall County, IA
CN1912900000000,19,129,2018,"7,307","7,156",151,2.1,Mills County, IA
CN1913100000000,19,131,2018,"5,732","5,625",107,1.9,Mitchell County, IA
CN1913300000000,19,133,2018,"4,456","4,333",123,2.8,Monona County, IA
CN1913500000000,19,135,2018,"3,898","3,784",114,2.9,Monroe County, IA
CN1913700000000,19,137,2018,"4,923","4,803",120,2.4,Montgomery County, IA
CN1913900000000,19,139,2018,"21,734","21,159",575,2.6,Muscatine County, IA
CN1914100000000,19,141,2018,"8,111","7,950",161,2,O'Brien County, IA
